duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold,db_amps,station_code,network_code,quality
1.12,1347624462.64,2012-09-14T12:07:42.640000Z,4054.68553825074,8109.37107650148,1347624462.12,2012-09-14T12:07:42.120000Z,1347624461.52,2012-09-14T12:07:41.520000Z,16.9945059707589,0.468457610071026,2.8844122971518,,,,,,1500.0,-135.676431740356,B01,XF,1.0
1.16,1347625189.8,2012-09-14T12:19:49.800000Z,7052.91799327736,14105.8359865547,1347625189.24,2012-09-14T12:19:49.240000Z,1347625188.64,2012-09-14T12:19:48.640000Z,18.1405169602915,0.818058330539729,2.7700757469892,,,,,,1500.0,-133.384409761291,B01,XF,1.0
1.12,1347624764.92,2012-09-14T12:12:44.920000Z,5270.30352720078,10540.6070544016,1347624764.4,2012-09-14T12:12:44.400000Z,1347624763.8,2012-09-14T12:12:43.800000Z,17.5509690875478,0.301206839459408,3.17439458653477,,,,,,1500.0,-134.563505506778,B01,XF,1.0
1.12,1347625577.28,2012-09-14T12:26:17.280000Z,6211.57475799281,12423.1495159856,1347625576.76,2012-09-14T12:26:16.760000Z,1347625576.16,2012-09-14T12:26:16.160000Z,17.9964394855891,1.09890929816246,3.38085625737788,,,,,,1500.0,-133.672564710695,B01,XF,1.0
1.12,1347626222.48,2012-09-14T12:37:02.480000Z,5222.25981942805,10444.5196388561,1347626221.96,2012-09-14T12:37:01.960000Z,1347626221.36,2012-09-14T12:37:01.360000Z,17.4960805192643,0.447755704029452,4.04084271176139,,,,,,1500.0,-134.673282643345,B01,XF,1.0
1.16,1347626722.16,2012-09-14T12:45:22.160000Z,5808.31109531588,11616.6221906318,1347626721.64,2012-09-14T12:45:21.640000Z,1347626721.0,2012-09-14T12:45:21.000000Z,18.0541411412018,1.21998244104784,3.29066110502087,,,,,,1500.0,-133.55716139947,B01,XF,1.0
1.2,1347627519.64,2012-09-14T12:58:39.640000Z,2297.8338666372,4595.66773327439,1347627519.08,2012-09-14T12:58:39.080000Z,1347627518.44,2012-09-14T12:58:38.440000Z,16.4678374337752,1.19222710743898,3.32770019978682,,,,,,1500.0,-136.729768814323,B01,XF,1.0
1.12,1347628087.64,2012-09-14T13:08:07.640000Z,904.524402174273,1809.04880434855,1347628087.16,2012-09-14T13:08:07.160000Z,1347628086.52,2012-09-14T13:08:06.520000Z,14.2462582704614,2.78445725763813,2.78378727398924,,,,,,1500.0,-141.172927140951,B01,XF,1.0
1.12,1347635373.76,2012-09-14T15:09:33.760000Z,2683.77463617972,5367.54927235945,1347635373.24,2012-09-14T15:09:33.240000Z,1347635372.64,2012-09-14T15:09:32.640000Z,15.9539613079342,0.891926398137197,5.23617668618994,,,,,,1500.0,-137.757521066005,B01,XF,1.0
1.12,1347635071.96,2012-09-14T15:04:31.960000Z,3026.81194454296,6053.62388908593,1347635071.44,2012-09-14T15:04:31.440000Z,1347635070.84,2012-09-14T15:04:30.840000Z,16.3183620199008,0.540443251284901,3.14115099420703,,,,,,1500.0,-137.028719642072,B01,XF,1.0
1.12,1349006753.0,2012-09-30T12:05:53.000000Z,2092.97637044862,4185.95274089725,1349006752.48,2012-09-30T12:05:52.480000Z,1349006751.88,2012-09-30T12:05:51.880000Z,15.7171170155504,0.567051552313469,2.54005369932987,,,,,,1500.0,-137.914031095339,B01,XF,1.0
1.08,1349006412.92,2012-09-30T12:00:12.920000Z,1387.66809166718,2775.33618333437,1349006412.4,2012-09-30T12:00:12.400000Z,1349006411.84,2012-09-30T12:00:11.840000Z,15.452750468747,0.498065602341334,3.74214760861374,,,,,,1500.0,-140.49364439247,B01,XF,0.0
1.08,1349006412.92,2012-09-30T12:00:12.920000Z,990.195972401589,1980.39194480318,1349006412.4,2012-09-30T12:00:12.400000Z,1349006411.84,2012-09-30T12:00:11.840000Z,14.5502570161089,-0.404919618502816,2.81506890470252,,,,,,1500.0,-140.247751094222,B01,XF,0.0
1.2,1349203172.56,2012-10-02T18:39:32.560000Z,2279.78828945803,4559.57657891606,1349203171.96,2012-10-02T18:39:31.960000Z,1349203171.36,2012-10-02T18:39:31.360000Z,15.5828935052235,0.687624803686548,3.84178033284,,,,,,1500.0,-135.686249026455,B01,XF,1.0
1.16,1349202738.04,2012-10-02T18:32:18.040000Z,3244.27938758298,6488.55877516595,1349202737.48,2012-10-02T18:32:17.480000Z,1349202736.88,2012-10-02T18:32:16.880000Z,16.6171613393371,1.09400403743283,3.61054992837563,,,,,,1500.0,-133.617713358228,B01,XF,1.0
1.16,1349202908.24,2012-10-02T18:35:08.240000Z,2014.85276479938,4029.70552959875,1349202907.68,2012-10-02T18:35:07.680000Z,1349202907.08,2012-10-02T18:35:07.080000Z,15.5667174566133,1.09532104144023,3.57771204424092,,,,,,1500.0,-135.718601123675,B01,XF,1.0
1.16,1349203082.48,2012-10-02T18:38:02.480000Z,2887.40621655611,5774.81243311222,1349203081.92,2012-10-02T18:38:01.920000Z,1349203081.32,2012-10-02T18:38:01.320000Z,16.4803190617768,2.38272900946679,4.10790805256597,,,,,,1500.0,-133.891397913348,B01,XF,1.0
1.16,1349203650.6,2012-10-02T18:47:30.600000Z,2706.30718599588,5412.61437199177,1349203650.04,2012-10-02T18:47:30.040000Z,1349203649.44,2012-10-02T18:47:29.440000Z,16.2379957490104,1.35558832683071,5.39325420071159,,,,,,1500.0,-134.376044538881,B01,XF,1.0
1.12,1349203258.32,2012-10-02T18:40:58.320000Z,2585.98254708078,5171.96509416157,1349203257.8,2012-10-02T18:40:57.800000Z,1349203257.2,2012-10-02T18:40:57.200000Z,15.9993467705773,0.908332099515885,3.841892340937,,,,,,1500.0,-134.853342495747,B01,XF,1.0
1.16,1349203446.2,2012-10-02T18:44:06.200000Z,2756.92986692856,5513.85973385712,1349203445.68,2012-10-02T18:44:05.680000Z,1349203445.04,2012-10-02T18:44:05.040000Z,16.1194265885723,1.36598882558122,4.13965236804349,,,,,,1500.0,-134.613182859757,B01,XF,1.0
1.16,1349204220.16,2012-10-02T18:57:00.160000Z,1924.91110422092,3849.8222084418494,1349204219.6,2012-10-02T18:56:59.600000Z,1349204219.0,2012-10-02T18:56:59.000000Z,15.2306015883293,0.911124076350192,4.99002310982048,,,,,,1500.0,-136.390832860243,B01,XF,1.0
1.2,1349203881.04,2012-10-02T18:51:21.040000Z,2888.28158643549,5776.56317287099,1349203880.48,2012-10-02T18:51:20.480000Z,1349203879.84,2012-10-02T18:51:19.840000Z,16.515430055914,2.72380957593307,3.54406371193025,,,,,,1500.0,-133.821175925074,B01,XF,1.0
1.12,1349203999.6,2012-10-02T18:53:19.600000Z,2286.74908601509,4573.49817203019,1349203999.08,2012-10-02T18:53:19.080000Z,1349203998.48,2012-10-02T18:53:18.480000Z,15.7008733518819,1.11158905839873,3.81337678108428,,,,,,1500.0,-135.450289333138,B01,XF,1.0
1.2,1349204150.76,2012-10-02T18:55:50.760000Z,2932.85267852061,5865.70535704123,1349204150.2,2012-10-02T18:55:50.200000Z,1349204149.56,2012-10-02T18:55:49.560000Z,16.424281132057,4.27400872744982,4.18380780366858,,,,,,1500.0,-134.003473772788,B01,XF,1.0
1.12,1350677208.2,2012-10-19T20:06:48.200000Z,1022.9587805052,2045.91756101039,1350677207.64,2012-10-19T20:06:47.640000Z,1350677207.08,2012-10-19T20:06:47.080000Z,13.9915997763836,0.93453286823759,3.58480094254992,,,,,,1500.0,-138.756781387177,B01,XF,1.0
1.16,1350677925.92,2012-10-19T20:18:45.920000Z,1709.54658076117,3419.09316152234,1350677925.36,2012-10-19T20:18:45.360000Z,1350677924.76,2012-10-19T20:18:44.760000Z,15.1283791060314,0.189418350612115,3.54721195280143,,,,,,1500.0,-136.483222727881,B01,XF,1.0
1.08,1350677423.4,2012-10-19T20:10:23.400000Z,1145.51010588505,2291.02021177009,1350677422.88,2012-10-19T20:10:22.880000Z,1350677422.32,2012-10-19T20:10:22.320000Z,14.3593633111713,1.9641380045164,10.9978083886643,,,,,,1500.0,-138.021254317601,B01,XF,1.0
1.08,1350677647.24,2012-10-19T20:14:07.240000Z,1367.63020157011,2735.26040314022,1350677646.72,2012-10-19T20:14:06.720000Z,1350677646.16,2012-10-19T20:14:06.160000Z,14.6166727344692,1.04184306741474,2.3426300087359,,,,,,1500.0,-137.506635471005,B01,XF,1.0
1.16,1350678128.92,2012-10-19T20:22:08.920000Z,1227.53616743981,2455.07233487962,1350678128.36,2012-10-19T20:22:08.360000Z,1350678127.76,2012-10-19T20:22:07.760000Z,14.6239429697879,0.511563614155426,3.34768810402372,,,,,,1500.0,-137.492095000368,B01,XF,1.0
1.12,1350678340.76,2012-10-19T20:25:40.760000Z,1837.15018759562,3674.30037519124,1350678340.2,2012-10-19T20:25:40.200000Z,1350678339.64,2012-10-19T20:25:39.640000Z,15.273363645192,0.744137533038264,2.34928543936375,,,,,,1500.0,-136.19325364956,B01,XF,0.0
1.12,1350763755.84,2012-10-20T20:09:15.840000Z,2478.03380215607,4956.06760431214,1350763755.32,2012-10-20T20:09:15.320000Z,1350763754.72,2012-10-20T20:09:14.720000Z,15.6111131626049,0.593342192230524,4.21712702594391,,,,,,1500.0,-137.920681578992,B01,XF,1.0
1.12,1350763339.2,2012-10-20T20:02:19.200000Z,1348.1825772274,2696.3651544548,1350763338.68,2012-10-20T20:02:18.680000Z,1350763338.08,2012-10-20T20:02:18.080000Z,14.4287482346387,0.469215399574196,4.47092991102483,,,,,,1500.0,-140.285411434924,B01,XF,1.0
1.08,1350763488.96,2012-10-20T20:04:48.960000Z,2339.03031880691,4678.06063761382,1350763488.44,2012-10-20T20:04:48.440000Z,1350763487.88,2012-10-20T20:04:47.880000Z,15.4569666370628,1.58975953428716,4.07368859466015,,,,,,1500.0,-138.228974630076,B01,XF,1.0
1.12,1350763652.16,2012-10-20T20:07:32.160000Z,1895.35307696503,3790.70615393006,1350763651.6,2012-10-20T20:07:31.600000Z,1350763651.04,2012-10-20T20:07:31.040000Z,15.2753801972708,0.835782512774126,8.94033626828548,,,,,,1500.0,-138.59214750966,B01,XF,1.0
1.12,1350767305.08,2012-10-20T21:08:25.080000Z,1602.2478924959,3204.49578499179,1350767304.52,2012-10-20T21:08:24.520000Z,1350767303.96,2012-10-20T21:08:23.960000Z,15.0139857033772,1.27361149709676,2.8782806326266,,,,,,1500.0,-139.114936497447,B01,XF,1.0
1.16,1350766875.72,2012-10-20T21:01:15.720000Z,5244.58738861293,10489.1747772259,1350766875.16,2012-10-20T21:01:15.160000Z,1350766874.56,2012-10-20T21:01:14.560000Z,18.0821043616451,2.12262442343337,2.44637471622458,,,,,,1500.0,-132.978699180911,B01,XF,1.0
1.12,1350766986.48,2012-10-20T21:03:06.480000Z,1882.93875897015,3765.87751794029,1350766985.96,2012-10-20T21:03:05.960000Z,1350766985.36,2012-10-20T21:03:05.360000Z,15.2426315006456,0.66973720105016,3.76735590842147,,,,,,1500.0,-138.65764490291,B01,XF,1.0
1.2,1350767196.0,2012-10-20T21:06:36.000000Z,2308.43902485149,4616.87804970298,1350767195.44,2012-10-20T21:06:35.440000Z,1350767194.8,2012-10-20T21:06:34.800000Z,17.4753665024927,0.493402347791356,3.6899326277311,,,,,,1500.0,-134.192174899216,B01,XF,1.0
1.08,1350770999.6,2012-10-20T22:09:59.600000Z,1368.12287351298,2736.24574702596,1350770999.08,2012-10-20T22:09:59.080000Z,1350770998.52,2012-10-20T22:09:58.520000Z,14.2024187540891,1.27700289909706,3.87455151647029,,,,,,1500.0,-140.738070396023,B01,XF,1.0
1.08,1350770518.2,2012-10-20T22:01:58.200000Z,2012.20055654954,4024.40111309908,1350770517.72,2012-10-20T22:01:57.720000Z,1350770517.12,2012-10-20T22:01:57.120000Z,15.118834876621,0.783283758402619,2.50503109149539,,,,,,1500.0,-138.905238150959,B01,XF,1.0
1.16,1350770607.72,2012-10-20T22:03:27.720000Z,8030.75241725497,16061.5048345099,1350770607.16,2012-10-20T22:03:27.160000Z,1350770606.56,2012-10-20T22:03:26.560000Z,18.5351049124505,3.19716267990529,3.14183864745242,,,,,,1500.0,-132.0726980793,B01,XF,1.0
1.08,1350770750.8,2012-10-20T22:05:50.800000Z,1693.07140803257,3386.14281606515,1350770750.32,2012-10-20T22:05:50.320000Z,1350770749.72,2012-10-20T22:05:49.720000Z,14.7618043062621,0.802492835719429,2.32875321135658,,,,,,1500.0,-139.619299291677,B01,XF,1.0
1.12,1350770865.96,2012-10-20T22:07:45.960000Z,7520.78987430866,15041.5797486173,1350770865.44,2012-10-20T22:07:45.440000Z,1350770864.84,2012-10-20T22:07:44.840000Z,18.3747756331209,2.15265944273952,7.66289366747465,,,,,,1500.0,-132.39335663796,B01,XF,1.0
1.12,1352804578.48,2012-11-13T11:02:58.480000Z,2264.72834105706,4529.45668211412,1352804577.96,2012-11-13T11:02:57.960000Z,1352804577.36,2012-11-13T11:02:57.360000Z,15.721022504681,1.27711329853098,5.1665054405978,,,,,,1500.0,-137.558416011997,B01,XF,1.0
1.12,1352804894.12,2012-11-13T11:08:14.120000Z,1861.73884975967,3723.4776995193506,1352804893.6,2012-11-13T11:08:13.600000Z,1352804893.0,2012-11-13T11:08:13.000000Z,15.2358824251503,1.55399096059089,4.15627476341314,,,,,,1500.0,-138.528696171058,B01,XF,0.0
1.24,1352804913.6,2012-11-13T11:08:33.600000Z,1021.02408969857,2042.04817939714,1352804913.0,2012-11-13T11:08:33.000000Z,1352804912.36,2012-11-13T11:08:32.360000Z,14.5444462934115,2.91404882626066,5.20239208060105,,,,,,1500.0,-139.911568434536,B01,XF,0.0
1.24,1352808425.6,2012-11-13T12:07:05.600000Z,765.67234422674,1531.34468845348,1352808424.92,2012-11-13T12:07:04.920000Z,1352808424.36,2012-11-13T12:07:04.360000Z,13.5167196624529,-0.0739196308580313,3.35803653045437,,,,,,1500.0,-141.076143852642,B01,XF,1.0
1.12,1353643645.8,2012-11-23T04:07:25.800000Z,3159.67390401503,6319.34780803005,1353643645.28,2012-11-23T04:07:25.280000Z,1353643644.68,2012-11-23T04:07:24.680000Z,16.866331272019,0.323610340710189,3.3085620603691,,,,,,1500.0,-137.23514770546,B01,XF,1.0
1.12,1353643406.92,2012-11-23T04:03:26.920000Z,4685.8212130419,9371.64242608381,1353643406.4,2012-11-23T04:03:26.400000Z,1353643405.8,2012-11-23T04:03:25.800000Z,18.0945204345571,0.596624255759525,2.60494401987047,,,,,,1500.0,-134.778769380384,B01,XF,1.0
1.08,1353644369.52,2012-11-23T04:19:29.520000Z,3827.2548506863905,7654.50970137277,1353644369.0,2012-11-23T04:19:29.000000Z,1353644368.44,2012-11-23T04:19:28.440000Z,16.8219975468137,0.690518986924944,3.01728909537192,,,,,,1500.0,-137.323815155871,B01,XF,1.0
1.12,1353643892.64,2012-11-23T04:11:32.640000Z,5443.60238872197,10887.2047774439,1353643892.08,2012-11-23T04:11:32.080000Z,1353643891.52,2012-11-23T04:11:31.520000Z,18.0658480518551,0.57076399274514,3.18381162240979,,,,,,1500.0,-134.836114145788,B01,XF,1.0
1.12,1353644138.48,2012-11-23T04:15:38.480000Z,3677.73504455668,7355.47008911337,1353644137.96,2012-11-23T04:15:37.960000Z,1353644137.36,2012-11-23T04:15:37.360000Z,17.720535516825,0.126556438343506,4.52607798776376,,,,,,1500.0,-135.526739215848,B01,XF,1.0
1.16,1353644861.64,2012-11-23T04:27:41.640000Z,2939.77383282173,5879.54766564345,1353644861.08,2012-11-23T04:27:41.080000Z,1353644860.48,2012-11-23T04:27:40.480000Z,16.8041170044606,0.987759782017255,3.31005945670948,,,,,,1500.0,-137.359576240577,B01,XF,1.0
1.12,1353644642.44,2012-11-23T04:24:02.440000Z,3004.03463321688,6008.06926643375,1353644641.92,2012-11-23T04:24:01.920000Z,1353644641.32,2012-11-23T04:24:01.320000Z,16.8319366749284,1.52809665846179,7.77178823558737,,,,,,1500.0,-137.303936899642,B01,XF,1.0
1.16,1353645526.64,2012-11-23T04:38:46.640000Z,1250.24722240864,2500.49444481728,1353645526.12,2012-11-23T04:38:46.120000Z,1353645525.48,2012-11-23T04:38:45.480000Z,14.978926099827,0.74579393830466,4.35610182925794,,,,,,1500.0,-141.009958049844,B01,XF,1.0
1.16,1353645074.16,2012-11-23T04:31:14.160000Z,1426.75062732596,2853.50125465192,1353645073.6,2012-11-23T04:31:13.600000Z,1353645073.0,2012-11-23T04:31:13.000000Z,16.0043113459148,0.618408670344975,3.91283153192468,,,,,,1500.0,-138.959187557669,B01,XF,1.0
1.16,1353645285.84,2012-11-23T04:34:45.840000Z,1646.17868338082,3292.35736676163,1353645285.28,2012-11-23T04:34:45.280000Z,1353645284.68,2012-11-23T04:34:44.680000Z,16.3364356633265,1.10400528878419,4.271337059339,,,,,,1500.0,-138.294938922845,B01,XF,1.0
1.12,1353648982.68,2012-11-23T05:36:22.680000Z,4814.38708796048,9628.77417592096,1353648982.12,2012-11-23T05:36:22.120000Z,1353648981.56,2012-11-23T05:36:21.560000Z,17.6813247194207,0.849994622288837,2.48219508659659,,,,,,1500.0,-135.605160810657,B01,XF,1.0
1.12,1353648731.96,2012-11-23T05:32:11.960000Z,3113.47689556675,6226.9537911335,1353648731.44,2012-11-23T05:32:11.440000Z,1353648730.84,2012-11-23T05:32:10.840000Z,16.7340820501345,0.863792588036175,3.6784153083296,,,,,,1500.0,-137.499646149229,B01,XF,1.0
1.08,1353649769.12,2012-11-23T05:49:29.120000Z,3939.6663551834895,7879.33271036698,1353649768.64,2012-11-23T05:49:28.640000Z,1353649768.04,2012-11-23T05:49:28.040000Z,17.0760058981833,1.45847512805554,4.02544810058076,,,,,,1500.0,-136.815798453132,B01,XF,1.0
1.16,1353649273.68,2012-11-23T05:41:13.680000Z,4443.03579598495,8886.0715919699,1353649273.12,2012-11-23T05:41:13.120000Z,1353649272.52,2012-11-23T05:41:12.520000Z,17.3761932648411,-0.0563533831989526,3.31512681110161,,,,,,1500.0,-136.215423719816,B01,XF,1.0
1.08,1353649565.36,2012-11-23T05:46:05.360000Z,4692.99582697681,9385.99165395362,1353649564.84,2012-11-23T05:46:04.840000Z,1353649564.28,2012-11-23T05:46:04.280000Z,17.4986084550432,1.00972230336347,4.7129512610034,,,,,,1500.0,-135.970593339412,B01,XF,1.0
1.12,1353650337.92,2012-11-23T05:58:57.920000Z,3583.62700899727,7167.25401799455,1353650337.36,2012-11-23T05:58:57.360000Z,1353650336.8,2012-11-23T05:58:56.800000Z,16.6690692662326,0.418611347697634,4.18919221967692,,,,,,1500.0,-137.629671717033,B01,XF,1.0
1.08,1353649941.36,2012-11-23T05:52:21.360000Z,4113.52447224499,8227.04894448998,1353649940.84,2012-11-23T05:52:20.840000Z,1353649940.28,2012-11-23T05:52:20.280000Z,17.4554876317781,1.73137040388564,10.592121116754,,,,,,1500.0,-136.056834985942,B01,XF,1.0
1.04,1353650130.76,2012-11-23T05:55:30.760000Z,3501.91796516862,7003.83593033725,1353650130.32,2012-11-23T05:55:30.320000Z,1353650129.72,2012-11-23T05:55:29.720000Z,16.795900055151,0.351414639971353,3.69911120173373,,,,,,1500.0,-137.376010139196,B01,XF,1.0
1.12,1353650786.04,2012-11-23T06:06:26.040000Z,1872.67208612683,3745.34417225367,1353650785.52,2012-11-23T06:06:25.520000Z,1353650784.92,2012-11-23T06:06:24.920000Z,15.8139638052072,0.583167873528453,3.4237500175943,,,,,,1500.0,-139.339882639084,B01,XF,1.0
1.08,1353650531.2,2012-11-23T06:02:11.200000Z,2629.47677382773,5258.95354765545,1353650530.68,2012-11-23T06:02:10.680000Z,1353650530.12,2012-11-23T06:02:10.120000Z,15.9628388653843,1.00943855429663,3.15146197411192,,,,,,1500.0,-139.04213251873,B01,XF,1.0
1.12,1353651474.04,2012-11-23T06:17:54.040000Z,2402.42007221929,4804.84014443858,1353651473.52,2012-11-23T06:17:53.520000Z,1353651472.92,2012-11-23T06:17:52.920000Z,15.9145691740422,1.46131751650483,3.66947652171515,,,,,,1500.0,-139.138671901414,B01,XF,1.0
1.12,1353651020.4,2012-11-23T06:10:20.400000Z,1936.80496275342,3873.60992550685,1353651019.88,2012-11-23T06:10:19.880000Z,1353651019.28,2012-11-23T06:10:19.280000Z,15.5521212013321,0.77490068256441,5.45757888078699,,,,,,1500.0,-139.863567846834,B01,XF,1.0
1.08,1353651211.04,2012-11-23T06:13:31.040000Z,1794.69361134153,3589.38722268305,1353651210.52,2012-11-23T06:13:30.520000Z,1353651209.96,2012-11-23T06:13:29.960000Z,15.3938403844467,0.814498933928828,4.04047346628597,,,,,,1500.0,-140.180129480605,B01,XF,1.0
1.08,1353651391.52,2012-11-23T06:16:31.520000Z,1286.53260437154,2573.06520874308,1353651391.0,2012-11-23T06:16:31.000000Z,1353651390.44,2012-11-23T06:16:30.440000Z,14.6421698443859,0.0573998669503366,4.67386692974086,,,,,,1500.0,-141.683470560726,B01,XF,1.0
1.16,1353652043.68,2012-11-23T06:27:23.680000Z,876.743097784214,1753.48619556843,1353652043.16,2012-11-23T06:27:23.160000Z,1353652042.52,2012-11-23T06:27:22.520000Z,14.9957814061733,1.83351745272288,8.21866119448391,,,,,,1500.0,-140.976247437152,B01,XF,1.0
1.12,1353651603.96,2012-11-23T06:20:03.960000Z,869.791466812621,1739.58293362524,1353651603.44,2012-11-23T06:20:03.440000Z,1353651602.84,2012-11-23T06:20:02.840000Z,13.8556399526402,0.59290974228994,2.5226389622313,,,,,,1500.0,-143.256530344218,B01,XF,1.0
1.04,1354886904.64,2012-12-07T13:28:24.640000Z,846.021973632965,1692.04394726593,1354886904.16,2012-12-07T13:28:24.160000Z,1354886903.6,2012-12-07T13:28:23.600000Z,14.2494274424428,1.158812623907,3.80005359479436,,,,,,1500.0,-143.153932385931,B01,XF,1.0
1.12,1354886525.44,2012-12-07T13:22:05.440000Z,956.048793454954,1912.09758690991,1354886524.92,2012-12-07T13:22:04.920000Z,1354886524.32,2012-12-07T13:22:04.320000Z,14.6073537180135,1.93087052224628,3.77866271536402,,,,,,1500.0,-142.438079834789,B01,XF,1.0
1.08,1354887502.6,2012-12-07T13:38:22.600000Z,2318.80010725975,4637.60021451949,1354887502.08,2012-12-07T13:38:22.080000Z,1354887501.52,2012-12-07T13:38:21.520000Z,16.6054480031733,1.82358017911051,5.99821855923402,,,,,,1500.0,-138.44189126447,B01,XF,1.0
1.08,1354887158.32,2012-12-07T13:32:38.320000Z,1302.44673929707,2604.89347859413,1354887157.84,2012-12-07T13:32:37.840000Z,1354887157.24,2012-12-07T13:32:37.240000Z,15.3909158550948,1.81702548418681,5.96604205556932,,,,,,1500.0,-140.870955560626,B01,XF,1.0
1.12,1354888067.48,2012-12-07T13:47:47.480000Z,3663.24326268998,7326.48652537995,1354888066.96,2012-12-07T13:47:46.960000Z,1354888066.36,2012-12-07T13:47:46.360000Z,17.4425535939253,1.52323837364624,4.04487606470185,,,,,,1500.0,-136.767680082965,B01,XF,1.0
1.08,1354887740.08,2012-12-07T13:42:20.080000Z,2290.03200753776,4580.06401507551,1354887739.56,2012-12-07T13:42:19.560000Z,1354887739.0,2012-12-07T13:42:19.000000Z,16.4759240034914,1.52745851200602,9.03889455371178,,,,,,1500.0,-138.700939263833,B01,XF,1.0
1.08,1354888485.12,2012-12-07T13:54:45.120000Z,4392.03364127014,8784.06728254028,1354888484.6,2012-12-07T13:54:44.600000Z,1354888484.04,2012-12-07T13:54:44.040000Z,17.9587530166591,1.07199694090642,4.56983779256849,,,,,,1500.0,-135.735281237498,B01,XF,1.0
1.08,1354889348.4,2012-12-07T14:09:08.400000Z,2917.73366410867,5835.46732821733,1354889347.88,2012-12-07T14:09:07.880000Z,1354889347.32,2012-12-07T14:09:07.320000Z,16.9900154839172,1.02823727195449,3.00898676323627,,,,,,1500.0,-137.672756302982,B01,XF,1.0
1.08,1354888960.84,2012-12-07T14:02:40.840000Z,4623.84311506875,9247.68623013749,1354888960.32,2012-12-07T14:02:40.320000Z,1354888959.76,2012-12-07T14:02:39.760000Z,18.0403302463827,0.939376890676839,5.49245890606279,,,,,,1500.0,-135.572126778051,B01,XF,1.0
1.12,1354889988.68,2012-12-07T14:19:48.680000Z,3020.10437066561,6040.20874133123,1354889988.16,2012-12-07T14:19:48.160000Z,1354889987.56,2012-12-07T14:19:47.560000Z,16.9199966870191,1.12093856108039,6.67457504512279,,,,,,1500.0,-137.812793896778,B01,XF,1.0
1.08,1354889604.2,2012-12-07T14:13:24.200000Z,2921.64903375542,5843.29806751084,1354889603.68,2012-12-07T14:13:23.680000Z,1354889603.12,2012-12-07T14:13:23.120000Z,16.8013693041285,1.51209250100124,3.7453586739723,,,,,,1500.0,-138.050048662559,B01,XF,1.0
1.12,1354890294.88,2012-12-07T14:24:54.880000Z,3955.37034074044,7910.74068148088,1354890294.36,2012-12-07T14:24:54.360000Z,1354890293.76,2012-12-07T14:24:53.760000Z,17.5103120351276,1.13140666843558,3.28334638989474,,,,,,1500.0,-136.632163200561,B01,XF,1.0
1.08,1354891012.56,2012-12-07T14:36:52.560000Z,7986.77323212872,15973.5464642574,1354891012.04,2012-12-07T14:36:52.040000Z,1354891011.48,2012-12-07T14:36:51.480000Z,18.8945962152713,1.36472617729548,3.62497274853868,,,,,,1500.0,-133.863594840274,B01,XF,1.0
1.08,1354890684.96,2012-12-07T14:31:24.960000Z,8136.74353239882,16273.4870647976,1354890684.48,2012-12-07T14:31:24.480000Z,1354890683.88,2012-12-07T14:31:23.880000Z,19.1309379064067,1.88617523796844,5.13396920822908,,,,,,1500.0,-133.390911458003,B01,XF,1.0
1.12,1354891753.8,2012-12-07T14:49:13.800000Z,9108.25217813197,18216.5043562639,1354891753.28,2012-12-07T14:49:13.280000Z,1354891752.68,2012-12-07T14:49:12.680000Z,19.1827587466114,0.719774383811293,6.15605694559578,,,,,,1500.0,-133.287269777593,B01,XF,1.0
1.08,1354891377.64,2012-12-07T14:42:57.640000Z,10235.8883781489,20471.7767562979,1354891377.12,2012-12-07T14:42:57.120000Z,1354891376.56,2012-12-07T14:42:56.560000Z,19.6722134635172,1.21131688715774,3.69245127054257,,,,,,1500.0,-132.308360343782,B01,XF,1.0
1.16,1354892096.64,2012-12-07T14:54:56.640000Z,7993.23154288187,15986.4630857637,1354892096.08,2012-12-07T14:54:56.080000Z,1354892095.48,2012-12-07T14:54:55.480000Z,19.0764586069437,1.58302833861841,3.7027297192191906,,,,,,1500.0,-133.499870056929,B01,XF,1.0
1.12,1354892782.48,2012-12-07T15:06:22.480000Z,6410.49650697145,12820.9930139429,1354892781.96,2012-12-07T15:06:21.960000Z,1354892781.36,2012-12-07T15:06:21.360000Z,18.5723906739387,1.07836871675133,2.93869908423327,,,,,,1500.0,-134.508005922939,B01,XF,1.0
1.08,1354892419.36,2012-12-07T15:00:19.360000Z,7083.80634939814,14167.6126987963,1354892418.84,2012-12-07T15:00:18.840000Z,1354892418.28,2012-12-07T15:00:18.280000Z,18.8052787251499,0.872271035964361,3.48538261018276,,,,,,1500.0,-134.042229820516,B01,XF,1.0
1.12,1354893389.84,2012-12-07T15:16:29.840000Z,6204.03307292152,12408.066145843,1354893389.32,2012-12-07T15:16:29.320000Z,1354893388.72,2012-12-07T15:16:28.720000Z,18.6755393706045,0.903552520321151,3.7338833235529,,,,,,1500.0,-134.301708529607,B01,XF,1.0
1.08,1354893037.28,2012-12-07T15:10:37.280000Z,6774.27892142971,13548.5578428594,1354893036.76,2012-12-07T15:10:36.760000Z,1354893036.2,2012-12-07T15:10:36.200000Z,18.6225207742273,1.22007783907691,2.64191199195751,,,,,,1500.0,-134.407745722362,B01,XF,1.0
