time,range_D_MP1,range_MP1_MP2,range_MP2_MP3,auto_max,auto_snr,auto_amp,auto_count,n_calls
2012-03-01 10:07:02.125605+00:00,8.15,17.62,26.82,1788.9520299188466,14.35767709955318,-142.98824458935246,3,1
2012-03-01 10:12:02.125605+00:00,8.51,18.37,27.95,2130.329701691913,14.51224845253352,-142.67910188339178,3,1
2012-03-01 10:18:02.125605+00:00,9.16,19.69,29.94,2712.860106602813,15.15183800517919,-141.39992277810046,3,1
2012-03-01 10:23:02.125605+00:00,8.85,19.06,28.99,3308.7841623810814,15.686450061681969,-140.3306986650949,3,1
2012-03-01 10:28:02.125605+00:00,7.75,16.82,25.6,3521.0140359084944,15.722794257699562,-140.2580102730597,3,1
2012-03-01 10:37:02.125605+00:00,7.75,16.82,25.6,3886.097004065884,15.92242333827047,-139.85875211191788,3,1
2012-03-01 10:42:02.125605+00:00,7.63,16.57,25.23,3987.878818655927,16.085354971234885,-139.53288884598905,3,1
2012-03-01 10:48:02.125605+00:00,7.45,16.2,24.67,3987.878818655927,16.085354971234885,-139.53288884598905,3,1
2012-03-01 10:54:02.125605+00:00,7.23,15.73,23.97,4769.109370240524,16.310186838824784,-139.08322511080925,3,1
2012-03-01 11:01:02.125605+00:00,7.32,15.92,24.25,5286.19454652579,16.50711630444927,-138.6893661795603,4,1
2012-03-01 11:07:02.125605+00:00,7.3,15.89,24.2,5715.096838117815,16.74724713825377,-138.2091045119513,4,1
2012-03-01 11:10:02.125605+00:00,7.3,15.89,24.2,5715.096838117815,16.74724713825377,-138.2091045119513,4,1
2012-03-01 11:12:02.125605+00:00,7.14,15.55,23.68,5715.096838117815,16.74724713825377,-138.2091045119513,4,1
2012-03-01 11:21:02.125605+00:00,6.61,14.46,22.04,5420.296174193774,16.668098918621,-138.3674009512168,3,1
2012-03-01 11:26:02.125605+00:00,6.73,14.71,22.42,4296.065704182204,16.007464005387014,-139.6886707776848,3,1
2012-03-01 11:33:02.125605+00:00,6.88,15.02,22.89,5420.296174193774,16.668098918621,-138.3674009512168,3,1
2012-03-01 11:39:02.125605+00:00,6.9,15.05,22.93,5121.626397291672,16.499427640131646,-138.70474350819552,3,1
2012-03-01 11:45:02.125605+00:00,6.99,15.23,23.22,5650.086384861728,16.690318977259764,-138.3229608339393,3,1
2012-03-01 11:51:02.125605+00:00,7.09,15.45,23.54,5121.626397291672,16.499427640131646,-138.70474350819552,3,1
2012-03-01 11:56:02.125605+00:00,7.11,15.48,23.59,4754.562876452284,16.432519219728402,-138.83856034900202,3,1
2012-03-01 12:23:02.123403+00:00,7.39,16.07,24.48,1975.1474594739848,13.266925347704811,-140.33043560499755,3,1
2012-03-01 12:29:02.123403+00:00,7.56,16.41,25.0,1975.1474594739848,13.266925347704811,-140.33043560499755,3,1
2012-03-01 13:02:02.123403+00:00,8.12,17.56,26.73,1602.698118731973,12.996803688050964,-140.87067892430522,3,1
2012-03-04 05:03:02.122389+00:00,35.74,40.0,40.0,6164.277565658132,21.119733891073803,-129.8390005168883,3,2
2012-03-04 05:04:02.122389+00:00,35.74,40.0,40.0,6164.277565658132,21.119733891073803,-129.8390005168883,3,1
2012-03-04 15:32:02.120187+00:00,1.78,4.03,6.17,1781.6589231303644,13.278666545524556,-140.08364550288002,3,1
2012-03-09 12:48:02.128163+00:00,24.52,40.0,40.0,7496.127813659371,20.859249788913637,-128.47889506688512,3,2
2012-03-09 12:49:02.128163+00:00,24.52,40.0,40.0,7496.127813659371,20.859249788913637,-128.47889506688512,3,1
2012-03-10 10:09:02.125960+00:00,35.46,40.0,40.0,2437.479052526728,16.89020476369449,-129.12505822797834,20,1
2012-03-10 10:10:02.125960+00:00,35.32,40.0,40.0,2437.479052526728,16.89020476369449,-129.12505822797834,20,1
2012-03-10 10:11:02.125960+00:00,35.11,40.0,40.0,2437.479052526728,16.89020476369449,-129.12505822797834,20,2
2012-03-10 10:12:02.125960+00:00,35.18,40.0,40.0,2449.6119796025014,16.89765471592271,-129.11015832352192,23,2
2012-03-10 10:13:02.125960+00:00,35.6,40.0,40.0,2449.6119796025014,16.89765471592271,-129.11015832352192,25,3
2012-03-10 10:14:02.125960+00:00,35.53,40.0,40.0,2425.3461254509543,16.89765471592271,-129.11015832352192,27,2
2012-03-10 10:15:02.125960+00:00,35.6,40.0,40.0,2327.8219559124173,16.882754811466278,-129.13995813243477,29,3
2012-03-10 10:16:02.125960+00:00,35.53,40.0,40.0,2267.3254124356936,16.882434523727362,-129.1405987079126,30,2
2012-03-10 10:17:02.125960+00:00,35.6,40.0,40.0,2206.8288689589704,16.882114235988443,-129.14123928339046,31,2
2012-03-10 10:18:02.125960+00:00,35.74,40.0,40.0,2327.8219559124173,16.882754811466278,-129.13995813243477,33,1
2012-03-10 10:19:02.125960+00:00,35.67,40.0,40.0,2206.8288689589704,16.882114235988443,-129.14123928339046,35,1
2012-03-10 10:21:02.125960+00:00,35.74,40.0,40.0,2426.6377475964746,17.222504136185396,-128.46045948299655,38,2
2012-03-10 10:22:02.125960+00:00,14.41,30.25,40.0,2455.081712566191,17.39446881639632,-128.1165301225747,38,2
2012-03-10 10:23:02.125960+00:00,14.41,30.25,40.0,2482.2340553903873,17.498915811398508,-127.9076361325703,39,1
2012-03-10 10:24:02.125960+00:00,14.17,29.77,40.0,2482.2340553903873,17.502947956883034,-127.89957184160129,39,3
2012-03-10 10:25:02.125960+00:00,13.95,29.33,40.0,2550.4572315716223,17.54340225429324,-127.81866324678084,40,1
2012-03-10 10:26:02.125960+00:00,13.87,29.18,40.0,2515.31937081654,17.607139682597207,-127.6911883901729,39,2
2012-03-10 10:27:02.125960+00:00,14.09,29.61,40.0,2515.31937081654,17.663090500107735,-127.57928675515186,39,1
2012-03-10 10:28:02.125960+00:00,14.19,29.81,40.0,2690.230774092785,17.799664670818032,-127.30613841373123,40,2
2012-03-10 10:29:02.125960+00:00,14.21,29.85,40.0,2913.6981840971016,17.95090889279402,-127.00364996977927,41,2
2012-03-10 10:30:02.125960+00:00,14.47,30.37,40.0,2913.6981840971016,18.03556623943805,-126.83433527649122,43,3
2012-03-10 10:31:02.125960+00:00,14.49,30.41,40.0,2887.5460423747936,17.993237566116036,-126.91899262313524,44,3
2012-03-10 10:32:02.125960+00:00,14.45,30.33,40.0,2790.552560963084,17.993237566116036,-126.91899262313524,42,3
2012-03-10 10:33:02.125960+00:00,14.47,30.37,40.0,2790.552560963084,18.065356231050057,-126.7747552932672,42,3
2012-03-10 10:34:02.125960+00:00,14.51,30.45,40.0,2861.393900652485,18.095146222662063,-126.7151753100432,41,2
2012-03-10 10:35:02.125960+00:00,14.55,30.53,40.0,2952.3311110404547,18.143470662668285,-126.61852643003074,39,3
2012-03-10 10:36:02.125960+00:00,14.55,30.53,40.0,2986.256029076865,18.148460031472045,-126.60854769242324,38,2
2012-03-10 10:37:02.125960+00:00,14.55,30.53,40.0,3020.180947113276,18.153449400275804,-126.59856895481572,37,2
2012-03-10 10:38:02.125960+00:00,14.39,30.21,40.0,3020.180947113276,18.15959679675461,-126.5862741618581,35,3
2012-03-10 10:39:02.125960+00:00,14.39,30.21,40.0,3130.084066204068,18.212132440537328,-126.48120287429266,33,2
2012-03-10 10:40:02.125960+00:00,14.33,30.09,40.0,3144.715305591426,18.298151795476464,-126.3091641644144,30,2
2012-03-10 10:41:02.125960+00:00,13.83,29.1,40.0,3075.1325066586724,18.298151795476464,-126.3091641644144,28,1
2012-03-10 10:42:02.125960+00:00,14.53,30.49,40.0,3020.180947113276,18.32024023164316,-126.26498729208102,25,2
2012-03-10 10:44:02.125960+00:00,15.65,32.71,40.0,2861.393900652485,18.373017934160316,-126.1594318870467,19,1
2012-03-11 20:53:02.129353+00:00,22.58,40.0,40.0,2089.027336630061,14.715716247965478,-143.12574066922434,3,1
2012-03-11 20:59:02.129353+00:00,8.8,18.97,28.85,2543.1009723547495,15.182058475556142,-142.193056214043,4,1
2012-03-11 21:04:02.129353+00:00,8.77,18.9,28.75,2997.1746080794383,15.648400703146804,-141.26037175886168,3,1
2012-03-11 21:09:02.129353+00:00,8.39,18.12,27.57,3794.547003667305,16.06468271848952,-140.42780772817625,5,1
2012-03-11 21:14:02.129353+00:00,8.12,17.56,26.73,4464.43549915061,16.441734575094326,-139.67370401496663,4,1
2012-03-11 21:18:02.129353+00:00,8.12,17.56,26.73,4464.43549915061,16.441734575094326,-139.67370401496663,4,1
2012-03-11 21:24:02.129353+00:00,7.93,17.19,26.17,5169.575223394115,16.68374472507297,-139.18968371500935,4,1
2012-03-11 21:30:02.129353+00:00,7.51,16.32,24.86,7717.443769282765,17.383360307872145,-137.790452549411,3,1
2012-03-11 21:36:02.129353+00:00,7.2,15.67,23.87,8886.481112089072,17.859094602184364,-136.83898396078658,3,1
2012-03-11 21:41:02.129353+00:00,6.72,14.67,22.37,8886.481112089072,17.975486251379344,-136.60620066239662,3,1
2012-03-11 21:46:02.129353+00:00,6.73,14.71,22.42,9570.885770076253,18.067623990540508,-136.4219251840743,3,1
2012-03-11 21:53:02.129353+00:00,6.18,13.54,20.66,9570.885770076253,18.067623990540508,-136.4219251840743,3,1
2012-03-11 22:08:02.129353+00:00,5.61,12.36,18.86,8272.84495814623,17.94255247670214,-136.67206821175105,3,1
2012-03-11 22:13:02.129353+00:00,5.05,11.17,17.06,7717.26983294273,18.13222365093938,-136.29272586327653,3,1
2012-03-11 22:20:02.129353+00:00,5.02,11.11,16.96,7717.26983294273,18.13222365093938,-136.29272586327653,3,1
2012-03-11 22:25:02.129353+00:00,4.64,10.28,15.71,3303.3059383013974,17.77875921724251,-136.99965473067027,3,1
2012-03-11 22:34:02.129353+00:00,3.64,8.13,12.43,3303.3059383013974,17.757758153228906,-137.04165685869748,3,1
2012-03-11 22:59:02.129353+00:00,2.24,5.04,7.72,11810.206686326856,18.925658405583196,-134.7058563539889,4,1
2012-03-11 23:04:02.129353+00:00,1.69,3.81,5.84,9741.91659759706,18.804407641060894,-134.9483578830335,3,1
2012-03-11 23:09:02.129353+00:00,1.72,3.89,5.95,11810.206686326856,18.88797357814201,-134.78122600887127,4,1
2012-03-11 23:17:02.129353+00:00,1.91,4.3,6.59,14589.564583468737,19.046909170105497,-134.4633548249443,3,1
2012-03-11 23:23:02.129353+00:00,0.94,2.13,3.26,17205.830516412407,19.39646228095411,-133.76424860324707,3,1
2012-03-11 23:38:02.129353+00:00,0.0,0.01,0.02,17854.438725620294,19.799057386130347,-132.9590583928946,3,1
