date,epoch,n_calls,sum_calls,peaks,snr,db_amps,low_snr,arrival_1,arrival_2,arrival_3,arrival_4,arrival_5,amp_1,amp_2,amp_3,amp_4,amp_5,err_1,err_2,err_3,err_4,err_5
2012-03-01T19:02:02.120300Z,1330628522.1203,3,3,1765.4556600417293,19.078618997037697,-134.94497879276005,20.486886076032082,1.999939999801427,5.219843399478123,7.275781719272345,9.663710079032171,,1.0,0.14891185028970527,0.3653494377976402,0.25036169134145,,1.0919672398922557,1.2319630398742447,0.9959701199004485,0.12399627998456708,
2012-03-04T05:03:02.128421Z,1330837382.128421,2,4,5599.32356597155,21.654842397553185,-129.00759074013334,28.3883732990769,1.999939999801427,5.879823599410884,,,,1.0,0.37008960921905193,,,,1.4039578798583534,1.5679529598419322,,,
2012-03-04T05:04:02.128421Z,1330837442.128421,2,4,5599.32356597155,21.654842397553185,-129.00759074013334,28.3883732990769,1.999939999801427,5.879823599410884,,,,1.0,0.3700138448501228,,,,1.4039578798583534,1.5679529598419322,,,
2012-03-04T16:29:02.126044Z,1330878542.126044,1,7,2073.379039998653,15.750824240442201,-134.49090085590396,8.873134229306244,1.999939999799608,4.919852399507363,7.6197713992387435,,,1.0,0.3133662695032783,0.3265800927593448,,,1.3799585998622206,1.1679649598827382,1.4839554798527388,,
2012-03-04T16:30:02.126044Z,1330878602.126044,1,7,2073.379039998653,15.750824240442201,-134.49090085590396,8.873134229306244,1.999939999799608,4.899852999509676,7.6157715192384785,,,1.0,0.3259308440907346,0.33634226882758916,,,1.3799585998622206,1.187964359880425,1.443956679857365,,
2012-03-04T16:31:02.126044Z,1330878662.126044,1,7,2073.379039998653,15.750824240442201,-134.49090085590396,8.873134229306244,1.999939999799608,4.911852639508652,7.63977079923643,,,1.0,0.32841968421421375,0.34097134014756225,,,1.3719588398635096,1.195964119880955,1.443956679855546,,
2012-03-04T16:34:02.126044Z,1330878842.126044,1,8,2166.139977494916,15.567118932519762,-134.85831147174883,8.834178559136742,1.999939999801427,4.887853359512519,7.6317710392359,,,1.0,0.330216775672962,0.32667611593287804,,,1.3799585998604016,1.315960519867076,1.3559593198660878,,
2012-03-04T16:35:02.126044Z,1330878902.126044,1,8,2166.139977494916,15.567118932519762,-134.85831147174883,8.834178559136742,1.999939999801427,4.891853239510965,7.635770919237984,,,1.0,0.33011720782409876,0.32512638332355476,,,1.3799585998604016,1.31196063986863,1.3439596798671118,,
2012-03-04T16:36:02.126044Z,1330878962.126044,2,8,2166.139977494916,15.567118932519762,-134.85831147174883,8.834178559136742,1.999939999801427,4.883853479510435,7.627771159237454,,,1.0,0.3304934749896937,0.3246543888639473,,,1.3799585998604016,1.315960519867076,1.3399597998686659,,
2012-03-04T16:42:02.126044Z,1330879322.126044,1,5,2258.9009149911785,15.38341362459732,-135.22572208759374,9.125577513584522,1.999939999801427,5.055848319494544,6.835794919315958,,,1.0,0.28775813557796004,0.21774981967837906,,,1.3559593198624498,2.0679379597931984,0.20799375998103642,,
