duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold,db_amps,station_code,network_code
0.92,1330569997.4,2012-03-01T02:46:37.400000Z,2338.1924558949763,4676.384911789953,1330569996.76,2012-03-01T02:46:36.760000Z,1330569996.48,2012-03-01T02:46:36.480000Z,20.73360679916967,5.9124230300945255,37.86113731865732,,,,,,1500,-130.23638519011948,B12,XF
1.16,1330596104.76,2012-03-01T10:01:44.760000Z,860.5293546237658,1721.0587092475316,1330596104.2,2012-03-01T10:01:44.200000Z,1330596103.6,2012-03-01T10:01:43.600000Z,14.35767709955318,2.1359748806778187,3.6561521688897485,,,,,,1500,-142.98824458935246,B12,XF
1.12,1330596431.84,2012-03-01T10:07:11.840000Z,894.4760149594233,1788.9520299188466,1330596431.32,2012-03-01T10:07:11.320000Z,1330596430.72,2012-03-01T10:07:10.720000Z,14.307357296281328,2.496031575020892,3.576206023252385,,,,,,1500,-143.08888419589616,B12,XF
1.16,1330596724.2,2012-03-01T10:12:04.200000Z,1065.1648508459566,2130.329701691913,1330596723.64,2012-03-01T10:12:03.640000Z,1330596723.04,2012-03-01T10:12:03.040000Z,14.51224845253352,2.158872631187255,5.227360676405292,,,,,,1500,-142.67910188339178,B12,XF
1.16,1330597053.24,2012-03-01T10:17:33.240000Z,1356.4300533014066,2712.860106602813,1330597052.68,2012-03-01T10:17:32.680000Z,1330597052.08,2012-03-01T10:17:32.080000Z,15.15183800517919,2.7024829621989763,2.460780985394791,,,,,,1500,-141.39992277810046,B12,XF
1.12,1330597382.56,2012-03-01T10:23:02.560000Z,1654.3920811905407,3308.7841623810814,1330597382.04,2012-03-01T10:23:02.040000Z,1330597381.44,2012-03-01T10:23:01.440000Z,15.722794257699562,3.9435288784994627,2.366176791638353,,,,,,1500,-140.2580102730597,B12,XF
1.12,1330597706.96,2012-03-01T10:28:26.960000Z,1760.5070179542472,3521.0140359084944,1330597706.44,2012-03-01T10:28:26.440000Z,1330597705.84,2012-03-01T10:28:25.840000Z,15.686450061681969,1.6527415720535255,3.9272521401684535,,,,,,1500,-140.3306986650949,B12,XF
1.12,1330598216.32,2012-03-01T10:36:56.320000Z,2212.771999060189,4425.543998120378,1330598215.8,2012-03-01T10:36:55.800000Z,1330598215.2,2012-03-01T10:36:55.200000Z,16.16220373290752,1.7157596258771302,2.9792567691740954,,,,,,1500,-139.37919132264378,B12,XF
1.16,1330598545.8,2012-03-01T10:42:25.800000Z,1943.048502032942,3886.097004065884,1330598545.24,2012-03-01T10:42:25.240000Z,1330598544.64,2012-03-01T10:42:24.640000Z,15.92242333827047,1.8161314969639155,3.382639012599128,,,,,,1500,-139.85875211191788,B12,XF
1.16,1330598870.16,2012-03-01T10:47:50.160000Z,1993.9394093279634,3987.878818655927,1330598869.6,2012-03-01T10:47:49.600000Z,1330598869.0,2012-03-01T10:47:49.000000Z,16.085354971234885,2.5319319678201375,3.347059752959118,,,,,,1500,-139.53288884598905,B12,XF
1.12,1330599222.04,2012-03-01T10:53:42.040000Z,2384.554685120262,4769.109370240524,1330599221.52,2012-03-01T10:53:41.520000Z,1330599220.92,2012-03-01T10:53:40.920000Z,16.310186838824784,2.0765056691429464,3.424157727756087,,,,,,1500,-139.08322511080925,B12,XF
1.16,1330599646.96,2012-03-01T11:00:46.960000Z,2394.800052435456,4789.600104870912,1330599646.4,2012-03-01T11:00:46.400000Z,1330599645.8,2012-03-01T11:00:45.800000Z,16.35780940346783,2.349279111406788,2.734246776612757,,,,,,1500,-138.98797998152315,B12,XF
1.12,1330599995.0,2012-03-01T11:06:35.000000Z,2891.3944940903343,5782.788988180669,1330599994.48,2012-03-01T11:06:34.480000Z,1330599993.88,2012-03-01T11:06:33.880000Z,16.656423205430713,1.9036382066671562,3.5595296219221573,,,,,,1500,-138.3907523775974,B12,XF
0.88,1330600196.32,2012-03-01T11:09:56.320000Z,28981.401999497193,57962.803998994386,1330600196.08,2012-03-01T11:09:56.080000Z,1330600195.44,2012-03-01T11:09:55.440000Z,27.095803535728432,2.5404306047183924,25.982023480969502,,,,,,1500,-117.51199171700195,B12,XF
1.16,1330600331.88,2012-03-01T11:12:11.880000Z,2823.7023440274806,5647.404688054961,1330600331.32,2012-03-01T11:12:11.320000Z,1330600330.72,2012-03-01T11:12:10.720000Z,16.83807107107683,2.8551364163034236,3.4375413478058077,,,,,,1500,-138.02745664630515,B12,XF
1.12,1330600867.12,2012-03-01T11:21:07.120000Z,2148.032852091102,4296.065704182204,1330600866.6,2012-03-01T11:21:06.600000Z,1330600866.0,2012-03-01T11:21:06.000000Z,16.007464005387014,2.3724045436828924,3.2272039520056524,,,,,,1500,-139.6886707776848,B12,XF
1.12,1330601178.92,2012-03-01T11:26:18.920000Z,2710.148087096887,5420.296174193774,1330601178.4,2012-03-01T11:26:18.400000Z,1330601177.8,2012-03-01T11:26:17.800000Z,16.668098918621,2.0495060226104025,4.0114000078011305,,,,,,1500,-138.3674009512168,B12,XF
1.12,1330601565.8,2012-03-01T11:32:45.800000Z,2089.4912025366007,4178.982405073201,1330601565.24,2012-03-01T11:32:45.240000Z,1330601564.68,2012-03-01T11:32:44.680000Z,15.999467422561564,1.8228072232832018,4.237163772175421,,,,,,1500,-139.70466394333567,B12,XF
