duration,end_epoch,end_time,min_signal,peak_signal,peak_epoch,peak_time,start_epoch,start_time,snr,ambient_snr,peak_frequency,start_frequency,end_frequency,peak_frequency_std,start_frequency_std,end_frequency_std,threshold,db_amps,station_code,network_code
0.52,1330837447.6,2012-03-04T05:04:07.600000Z,1757.9138058883577,3515.8276117767155,1330837447.36,2012-03-04T05:04:07.360000Z,1330837447.08,2012-03-04T05:04:07.080000Z,20.66905946508846,16.262447595858,29.086736654429956,,,,,,1500,-128.98065394210985,B01,XF
1.92,1331036148.8,2012-03-06T12:15:48.800000Z,1082.9136543380414,2165.827308676083,1331036147.44,2012-03-06T12:15:47.440000Z,1331036146.88,2012-03-06T12:15:46.880000Z,17.396479308371273,12.205235514844471,10.759338649205576,,,,,,1500,-130.5548410464629,B01,XF
1.36,1331036226.96,2012-03-06T12:17:06.960000Z,780.8425327777406,1561.6850655554813,1331036226.36,2012-03-06T12:17:06.360000Z,1331036225.6,2012-03-06T12:17:05.600000Z,18.002934152416152,11.808835704236289,10.508966537075317,,,,,,1500,-129.34193135837313,B01,XF
1.2,1331036297.36,2012-03-06T12:18:17.360000Z,2439.266181047994,4878.532362095988,1331036296.76,2012-03-06T12:18:16.760000Z,1331036296.16,2012-03-06T12:18:16.160000Z,18.604405686318568,11.798184958489133,10.060467964029838,,,,,,1500,-128.1389882905683,B01,XF
1.4,1331036320.12,2012-03-06T12:18:40.120000Z,893.432300504728,1786.864601009456,1331036319.72,2012-03-06T12:18:39.720000Z,1331036318.72,2012-03-06T12:18:38.720000Z,17.758661891903014,12.86974783096471,10.16387249662035,,,,,,1500,-129.83047587939942,B01,XF
1.28,1331036338.48,2012-03-06T12:18:58.480000Z,991.7601160327313,1983.5202320654626,1331036337.84,2012-03-06T12:18:57.840000Z,1331036337.2,2012-03-06T12:18:57.200000Z,18.334174199002742,13.244638570245822,9.833786871822069,,,,,,1500,-128.67945126519996,B01,XF
1.24,1331036356.76,2012-03-06T12:19:16.760000Z,1253.4517018025342,2506.9034036050684,1331036356.4,2012-03-06T12:19:16.400000Z,1331036355.52,2012-03-06T12:19:15.520000Z,18.617025146520266,13.369101979111482,11.308335925560725,,,,,,1500,-128.11374937016492,B01,XF
0.56,1331036395.52,2012-03-06T12:19:55.520000Z,1245.0090897662228,2490.0181795324456,1331036395.28,2012-03-06T12:19:55.280000Z,1331036394.96,2012-03-06T12:19:54.960000Z,18.424734915876083,12.01143758526673,10.50361193500332,,,,,,1500,-128.49832983145328,B01,XF
1.88,1331036416.92,2012-03-06T12:20:16.920000Z,4238.7835087891535,8477.567017578307,1331036416.32,2012-03-06T12:20:16.320000Z,1331036415.04,2012-03-06T12:20:15.040000Z,19.844845105984895,11.752205690144734,11.520869617431618,,,,,,1500,-125.65810945123566,B01,XF
1.32,1331036446.44,2012-03-06T12:20:46.440000Z,1410.1512173487004,2820.3024346974007,1331036445.76,2012-03-06T12:20:45.760000Z,1331036445.12,2012-03-06T12:20:45.120000Z,18.536737548864,11.862336212348803,9.472454597808639,,,,,,1500,-128.27432456547743,B01,XF
